# Selection     : all 
# Volume        : 5.16250000e-02
# Time          	minMag(U)	location	cell	processor
782             	2.35063350e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
783             	2.35062507e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
784             	2.35061670e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
785             	2.35060837e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
786             	2.35060010e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
787             	2.35059188e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
788             	2.35058371e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
789             	2.35057558e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
790             	2.35056747e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
791             	2.35055951e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
792             	2.35055157e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
793             	2.35054366e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
794             	2.35053578e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
795             	2.35052792e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
796             	2.35052019e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
797             	2.35051244e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
798             	2.35050483e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
799             	2.35049724e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
800             	2.35048967e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
801             	2.35048213e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
802             	2.35047471e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
803             	2.35046730e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
804             	2.35045990e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
805             	2.35045263e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
806             	2.35044539e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
807             	2.35043816e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
808             	2.35043108e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
809             	2.35042402e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
810             	2.35041698e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
811             	2.35040994e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
812             	2.35040302e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
813             	2.35039608e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
814             	2.35038925e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
815             	2.35038239e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
816             	2.35037566e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
817             	2.35036891e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
818             	2.35036218e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
819             	2.35035547e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
820             	2.35034877e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
821             	2.35034218e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
822             	2.35033557e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
823             	2.35032906e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
824             	2.35032253e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
825             	2.35031612e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
826             	2.35030968e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
827             	2.35030336e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
828             	2.35029700e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
829             	2.35029076e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
830             	2.35028449e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
831             	2.35027832e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
832             	2.35027213e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
833             	2.35026604e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
834             	2.35025993e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
835             	2.35025392e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
836             	2.35024789e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
837             	2.35024195e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
838             	2.35023598e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
839             	2.35023008e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
840             	2.35022418e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
841             	2.35021840e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
842             	2.35021259e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
843             	2.35020690e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
844             	2.35020114e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
845             	2.35019544e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
846             	2.35018975e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
847             	2.35018418e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
848             	2.35017855e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
849             	2.35017302e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
850             	2.35016744e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
851             	2.35016192e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
852             	2.35015642e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
853             	2.35015101e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
854             	2.35014555e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
855             	2.35014019e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
856             	2.35013476e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
857             	2.35012938e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
858             	2.35012400e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
859             	2.35011873e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
860             	2.35011339e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
861             	2.35010813e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
862             	2.35010282e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
863             	2.35009755e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
864             	2.35009226e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
865             	2.35008706e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
866             	2.35008177e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
867             	2.35007650e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
868             	2.35007121e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
869             	2.35006586e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
870             	2.35006055e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
871             	2.35005516e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
872             	2.35004977e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
873             	2.35004435e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
874             	2.35003905e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
875             	2.35003356e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
876             	2.35002814e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
877             	2.35002259e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
878             	2.35001720e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
879             	2.35001150e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
880             	2.35000588e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
881             	2.35000013e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
882             	2.34999429e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
883             	2.34998860e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
884             	2.34998278e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
885             	2.34997713e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
886             	2.34997138e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
887             	2.34996575e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
888             	2.34996012e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
889             	2.34995469e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
890             	2.34994926e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
891             	2.34994397e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
892             	2.34993874e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
893             	2.34993372e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
894             	2.34992872e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
895             	2.34992393e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
896             	2.34991912e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
897             	2.34991445e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
898             	2.34990985e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
899             	2.34990540e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
900             	2.34990097e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
901             	2.34989666e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
902             	2.34989237e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
903             	2.34988817e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
904             	2.34988402e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
905             	2.34987998e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
906             	2.34987595e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
907             	2.34987200e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
908             	2.34986808e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
909             	2.34986426e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
910             	2.34986046e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
911             	2.34985674e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
912             	2.34985304e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
913             	2.34984944e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
914             	2.34984584e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
915             	2.34984232e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
916             	2.34983884e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
917             	2.34983539e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
918             	2.34983203e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
919             	2.34982867e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
920             	2.34982539e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
921             	2.34982212e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
922             	2.34981894e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
923             	2.34981578e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
924             	2.34981265e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
925             	2.34980957e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
926             	2.34980652e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
927             	2.34980350e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
928             	2.34980054e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
929             	2.34979760e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
930             	2.34979469e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
931             	2.34979181e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
932             	2.34978894e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
933             	2.34978610e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
934             	2.34978327e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
935             	2.34978046e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
936             	2.34977767e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
937             	2.34977490e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
938             	2.34977214e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
939             	2.34976941e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
940             	2.34976671e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
941             	2.34976404e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
942             	2.34976139e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
943             	2.34975876e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
944             	2.34975619e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
945             	2.34975365e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
946             	2.34975114e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
947             	2.34974866e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
948             	2.34974621e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
949             	2.34974378e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
950             	2.34974138e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
951             	2.34973898e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
952             	2.34973664e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
953             	2.34973432e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
954             	2.34973201e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
955             	2.34972972e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
956             	2.34972745e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
957             	2.34972519e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
958             	2.34972294e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
959             	2.34972071e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
960             	2.34971852e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
961             	2.34971633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
962             	2.34971414e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
963             	2.34971198e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
964             	2.34970982e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
965             	2.34970768e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
966             	2.34970556e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
967             	2.34970345e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
968             	2.34970137e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
969             	2.34969930e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
970             	2.34969726e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
971             	2.34969523e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
972             	2.34969320e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
973             	2.34969121e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
974             	2.34968923e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
975             	2.34968727e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
976             	2.34968533e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
977             	2.34968342e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
978             	2.34968151e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
979             	2.34967962e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
980             	2.34967774e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
981             	2.34967591e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
982             	2.34967406e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
983             	2.34967226e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
984             	2.34967046e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
985             	2.34966869e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
986             	2.34966692e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
987             	2.34966518e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
988             	2.34966343e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
989             	2.34966171e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
990             	2.34966001e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
991             	2.34965833e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
992             	2.34965666e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
993             	2.34965499e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
994             	2.34965335e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
995             	2.34965170e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
996             	2.34965008e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
997             	2.34964846e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
998             	2.34964687e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
999             	2.34964531e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1000            	2.34964375e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1001            	2.34964219e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1002            	2.34964066e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1003            	2.34963912e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1004            	2.34963760e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1005            	2.34963609e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1006            	2.34963461e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1007            	2.34963313e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1008            	2.34963166e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1009            	2.34963022e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1010            	2.34962876e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1011            	2.34962733e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1012            	2.34962589e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1013            	2.34962448e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1014            	2.34962307e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1015            	2.34962168e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1016            	2.34962030e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1017            	2.34961894e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1018            	2.34961758e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1019            	2.34961623e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1020            	2.34961488e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1021            	2.34961352e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1022            	2.34961215e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1023            	2.34961080e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1024            	2.34960941e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1025            	2.34960804e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1026            	2.34960673e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1027            	2.34960541e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1028            	2.34960416e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1029            	2.34960288e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1030            	2.34960165e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1031            	2.34960037e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1032            	2.34959912e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1033            	2.34959795e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1034            	2.34959668e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1035            	2.34959541e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1036            	2.34959412e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1037            	2.34959285e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1038            	2.34959158e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1039            	2.34959034e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1040            	2.34958910e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1041            	2.34958788e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1042            	2.34958670e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1043            	2.34958549e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1044            	2.34958429e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1045            	2.34958308e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1046            	2.34958188e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1047            	2.34958071e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1048            	2.34957954e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1049            	2.34957840e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1050            	2.34957726e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1051            	2.34957614e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1052            	2.34957502e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1053            	2.34957391e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1054            	2.34957281e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1055            	2.34957174e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1056            	2.34957065e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1057            	2.34956959e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1058            	2.34956853e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1059            	2.34956750e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1060            	2.34956647e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1061            	2.34956547e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1062            	2.34956448e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1063            	2.34956350e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1064            	2.34956254e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1065            	2.34956160e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1066            	2.34956066e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1067            	2.34955974e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1068            	2.34955883e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1069            	2.34955793e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1070            	2.34955704e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1071            	2.34955616e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1072            	2.34955529e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1073            	2.34955443e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1074            	2.34955357e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1075            	2.34955273e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1076            	2.34955189e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1077            	2.34955107e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1078            	2.34955024e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1079            	2.34954943e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1080            	2.34954862e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1081            	2.34954781e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1082            	2.34954701e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1083            	2.34954622e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1084            	2.34954543e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1085            	2.34954464e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1086            	2.34954387e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1087            	2.34954309e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1088            	2.34954233e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
1089            	2.34954157e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
